# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 66K of event 'cycles:P'
# Event count (approx.): 62401597400
#
# Overhead  Command          Shared Object                                        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ...................................................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cf99
     0.00%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffffc17d8a15
     0.00%  mediapipe/39541  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::GraphProfiler::LogEvent(mediapipe::TraceEvent const&)
     0.00%  python           libc.so.6                                            [.] __GI___readdir64
     0.00%  python           [unknown]                                            [k] 0xffffffff8e8b9713
     0.00%  python           [unknown]                                            [k] 0xffffffff8e8cbeb9
     0.00%  python           [unknown]                                            [k] 0xffffffff8eb30629
     0.00%  python           libjaxlib_mlir_capi.so                               [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)
     0.00%  python           [unknown]                                            [k] 0xffffffff8e73b31b
     0.00%  python           [unknown]                                            [k] 0xffffffff8e6e3df0
     0.00%  mediapipe/39529  [unknown]                                            [k] 0xffffffff8e42cedb
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fac5f
     0.00%  python           [unknown]                                            [k] 0xffffffff8e834008
     0.00%  python           libtensorflow_framework.so.2                         [.] google::protobuf::RepeatedField<int>::~RepeatedField()
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000d78827
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4b0770
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000855104
     0.00%  mediapipe/39529  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::OutputStreamManager::ComputeOutputTimestampBound(mediapipe::OutputStreamShard const&, mediapipe::Timestamp) const
     0.00%  mediapipe/39532  [unknown]                                            [k] 0xffffffff8e65f7bb
     0.00%  python           [unknown]                                            [k] 0xffffffff8e79d255
     0.00%  mediapipe/39541  [unknown]                                            [k] 0xffffffff8e7c489f
     0.00%  mediapipe/39527  [unknown]                                            [k] 0xffffffff8f4f2929
     0.00%  python           [unknown]                                            [k] 0xffffffff8ea5fc4f
     0.00%  mediapipe/39527  libpython3.10.so.1.0                                 [.] PyVectorcall_Call
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cfc8
     0.00%  mediapipe/39542  [unknown]                                            [k] 0xffffffff8e000bb7
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4b6aad
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000855af5
     0.00%  mediapipe/39534  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] std::_Function_handler<void (), mediapipe::CalculatorNode::PrepareForRun(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mediapipe::Packet, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mediapipe::Packet> > > const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mediapipe::Packet, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, mediapipe::Packet> > > const&, std::function<void ()>, std::function<void ()>, std::function<void (mediapipe::CalculatorContext*)>, std::function<void (absl::Status)>, mediapipe::CounterFactory*)::$_1>::_M_invoke(std::_Any_data const&)
     0.00%  python           [unknown]                                            [k] 0xffffffff8e73bf82
     0.00%  python           libpython3.10.so.1.0                                 [.] PyErr_Restore@plt
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7d5286
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7237a4
     0.00%  python           [unknown]                                            [k] 0xffffffff8e4afdb6
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4b6ab4
     0.00%  python           libpython3.10.so.1.0                                 [.] PyTokenizer_FromUTF8
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085c98a
     0.00%  python           libQt5Widgets-cd430389.so.5.15.16                    [.] QtOpenCVPython::QWidgetPrivate::invalidateGraphicsEffectsRecursively()
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4f329f
     0.00%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffffc12cd5fc
     0.00%  python           libpython3.10.so.1.0                                 [.] instancemethod_traverse
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46d54
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085d903
     0.00%  python           libpython3.10.so.1.0                                 [.] symtable_visit_arguments
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844b06
     0.00%  python           [unknown]                                            [k] 0xffffffff8e8decad
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fe585
     0.00%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffffc0d2c8fb
     0.00%  mediapipe/39526  [unknown]                                            [k] 0xffffffff8e72872f
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3dafe6
     0.00%  mediapipe/39529  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::LocationData::LocationData(mediapipe::LocationData const&)
     0.00%  python           [unknown]                                            [k] 0xffffffff8e6959e3
     0.00%  python           libpython3.10.so.1.0                                 [.] PyTuple_Size
     0.00%  mediapipe/39532  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_operator_type_to_string
     0.00%  python           libavutil-734d06dd.so.57.28.100                      [.] av_free
     0.00%  python           libpython3.10.so.1.0                                 [.] dictview_dealloc
     0.00%  mediapipe/39524  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::InputStreamManager::SetNextTimestampBound(mediapipe::Timestamp, bool*)
     0.00%  python           libpython3.10.so.1.0                                 [.] module___init__
     0.00%  python           libpython3.10.so.1.0                                 [.] PyList_AsTuple
     0.00%  mediapipe/39526  [unknown]                                            [k] 0xffffffff8e7673f8
     0.00%  mediapipe/39526  [unknown]                                            [k] 0xffffffff8eae374a
     0.00%  python           [unknown]                                            [k] 0xffffffff8e6e3ff0
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fd424
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844bd5
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844c2f
     0.00%  python           [unknown]                                            [k] 0xffffffffc18d9d70
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000b575c6
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f9b18
     0.00%  mediapipe/39524  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] absl::Mutex::UnlockSlow(absl::SynchWaitParams*)
     0.00%  python           [unknown]                                            [k] 0xffffffff8e000b9c
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc577
     0.00%  python           _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] google::protobuf::internal::WireFormatLite::SkipField(google::protobuf::io::CodedInputStream*, unsigned int, google::protobuf::io::CodedOutputStream*)
     0.00%  python           [unknown]                                            [k] 0xffffffff8e695aec
     0.00%  python           [unknown]                                            [k] 0xffffffff8e706a14
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008468e4
     0.00%  python           libpython3.10.so.1.0                                 [.] _Py_VaBuildStack_SizeT
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002faf81
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000b4d976
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7c7073
     0.00%  python           [unknown]                                            [k] 0xffffffffc0c525e7
     0.00%  mediapipe/39526  [unknown]                                            [k] 0xffffffff8eae374f
     0.00%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::GpuBuffer::StorageHolder::GetStorageForView(mediapipe::TypeId, bool) const
